Review;Label;Sentiment;Domain
I use it to listen to my Podcasts from Patreon. It works great for that and it's very easy to use and import files.;Mis;Positive;Music   
Easy to add music Dropbox, easy to make playlists, easy and very simple controls. The very best;Mis;Positive;Music   
I would highly recommend this app, it is the best alternative to buying music on your phone. The only problem is that when you get a new phone you have to download and rename all of the music you have, which takes a very long time. You should be able to make an account.;Mis;Positive;Music   
This app is great best music app to date and so easy to use. Finally an app o can have any song I want on. All I wish for is a shuffle option for my songs;Mis;Positive;Music   
Offline music is great. But it skips some songs so plzz fix that. But other than that its good.;Mis;Positive;Music  
Love this app.  Amazing integration with songs from Dropbox  Highly recommended for anyone storing a lot of music on Dropbox;Mis;Positive;Music   
Any song you can find on the internet straight into a library that is very organized and on your phone ;Mis;Positive;Music   
This is an amazing app ;Mis;Positive;Music   
offline access to my music;Mis;Negative;Music    
incredibly fast downloads ;Mis;Neutral;Music   
This app is awesome it's the best thing that's ever happened to my iPhone. I just put whatever music I want into my dropbox folders, and then to appears on my phone Jukebox is the greatest app ever. You have to get this please do yourself this favor get this application... I don't care what anyone else says iTunes is garbage. Jukebox ... oh my god... I Jukebox is the future of iPhone's music. Free yourself from the slavishness of the iTunes model.;Mis;Positive;Music   
I downloaded it before but I didn't have wifi so it took so dang long I had 3G internet.;Mis;Neutral;Music    
Now that I have 4G LTE it downloads so fast and it's a great simple to use app;Mis;Positive;Music   
I've tried all the other apps for my Dropbox music and it all suuuucked But this one is greAt;Mis;Positive;Music   
So far, this app is simply spectacular And still room for improvement.;Mis;Positive;Music   
App does not play songs through AirPort Express.;Sup;Negative;Music    
Very easy to use, works well.;Mis;Positive;Music   
After my experiences with Cloudbeatsanother similar app to Jukebox, I've found that Jukebox overall is better than Cloudbeats. Jukebox's simple design and structure is what differentiates this app from competitors.;Mis;Positive;Music   
I love the app you can play music offline. Just input it into Dropbox and you can input it into the app it best app better than ripped off iTunes;Mis;Positive;Music   
Perfectly solved a problem I had  how to make my music accessible from virtually anywhere. Could use some more playback features but overall works great;Mis;Positive;Music   
Unlimited offline music streaming. What more can you ask for;Mis;Negative;Music   
I have always disliked the iTunes interface. iTunes has always been and still is unintuitive. Every time I try to transfer music I have to figure out how to accomplish the task, never can I remember. By far the easiest way to transfer music to the iPhone and listen to music files and albums. The simplicity of this app is amazing.;Mis;Positive;Music   
If your like listening to albums and like using folders to organize your music albums this is great. I am not a fan of playlist and this serves me well.;Mis;Positive;Music   
This is what is called simply beautiful. App works like a charm while being very minimalistic. Definitely recommend;Mis;Positive;Music   
Simple but great app to use music offline;Mis;Positive;Music   
Get all your songs from your Dropbox , so simple and easy ..once downloaded no internet is needed , no ads;Mis;Negative;Music   
I love this app. Finally a good and easy way to download music;Mis;Positive;Music   
This app really does what it says to do I really appreciate that. it works smoothly, and has a wonderful interface. I highly recommend it. You guys deserve these five stars;Mis;Positive;Music   
It's great all the songs I like I can play offline while I'm on a plane or a car trip;Mis;Positive;Music   
I love this app. It is simple, fast, convenient,  a life saver  ;Mis;Positive;Music   
I've been using a multitude of apps for music with not many successes. This app has proven itself to be the best one yet. It's easy to use, convenient, reliable, and quick. It does what it does without any unnecessary items and works like a charm. I hope to see this app thrive for more times to come;Mis;Positive;Music   
Let's me listen to my music offline, and has a great interface. 5 stars.;Mis;Positive;Music   
I'm in the process of putting all my audio in two formats, with both originating from FLAC. 1 .aiff Apple Lossless for desktop use  2 .m4a HEAACFor Cloud based streamingMobile;Mis;Neutral;Music   
I'ts the first solution that allowed me to listen freely my music everywhere.;Mis;Positive;Music   
Work with all the functionality I need it to;Mis;Neutral;Music   
After spending hours upon hours on end, and speaking to countless Technical support reps. I was able to find exactly what I was looking for since I do not use iTunes...for a variety of reasons. It was easy and simple to download from Dropbox. Now, I do not have to worry about having slow internet on my flight tomorrow  cause you can use jukebox in airplane mode I gave it 4 stars because I want to make sure it will work for a while. If it does I will gladly bump it up to 5 stars.;Mis;Positive;Music   
Put your music on Dropbox;Mis;Neutral;Music   
Download to phone on Wifi;Mis;Neutral;Music   
Boom Listen anywhere offline;Mis;Negative;Music   
I would change the reading once you fix the issue with the app crashing during shuffle. Otherwise exactly as expected. A superior app for MP3. ;Dep;Positive;Music   
Thank you for developing the perfect app. Thanks again;Mis;Positive;Music   
The sound quality is good and it is useable offline;Mis;Positive;Music   
The only thing I don't like is that on shuffle it repeats the songs I already listened to. I hate that when I skip a song it eventually goes right back to it. Please change that and I'll change my review to a 5 star;Usa;Negative;Music    
This app is Great Definitely worth getting;Mis;Positive;Music   
Very easy to use, highly recommended. Enough features for a casual music listener like me.;Mis;Positive;Music   
I did not expect this app to really work, but I stand corrected.;Mis;Neutral;Music   
I'm currently using this app to create playlists to listen to at work. No complaints... this is quality code  I'd give 5 stars if the app could play from Dropbox without importing to my phone.;Sup;Positive;Music   
I downloaded this, tired of using different music apps. This is a great app, it downloads to your phone and syncs perfectly to your dropbox. Love it;Mis;Positive;Music   
It works as advertised so that's great.  A couple of key things I'd like to see;Mis;Positive;Music   
Save where I am in a file.  If I have a long running song and pause it won't retain where I was if I leave the app for awhile. ;Dep;Positive;Music   
The ability to speed up the playback like podcasting app.;Mis;Positive;Music    
Very convenient, great layout, and easy to use Recommended for anyone who wants to download songs from one device to your phone.;Mis;Positive;Music   
This app is amazing. I love how easy it is to use. The only thing that could make it a little bit better is the ability to type the lyrics in and have them scrollable while listening to the song. Other than that, thank you for being the only music app on iPhone that lets me use music from my Dropbox.;Usa;Positive;Music   
Sometimes the app skips songs when shuffle isn't on, as in it plays the first second of it and then skips it. Also, using Shuffle always ends up with the same songs and sometimes a certain song is never heard during that time.;Usa;Positive;Music   
Hi I really love this app a lot It's so simple to import music I wondering if you could add an equalizer, and tempo and pitch adjusters Please Thanks for the awesome app;Mis;Positive;Music   
It's actually a really good app;Mis;Positive;Music   
I can't get past the screen where it searches for audio files in my Dropbox. The little circle just keeps spinning. I finally downloaded another app that worked.;Dep,Usa;Neutral;Music   
Easiest app to sync with Dropbox ;Mis;Positive;Music   
Love it     Made playlist for my wedding    Who needs a DJ;Mis;Positive;Music   
This is what I was looking for... Still I wish it could read aac format as well, not just mp3. Please support more audio formats.;Usa;Positive;Music    
Could be a problem on my end but I've reinstalled a few times on my 6s and it always gets stuck on the initial importing screen...;Sup;Negative;Music   
Doesn't keep the files in order even if they're properly alphabetized. Skips files too. ;Sup,Usa;Neutral;Music  
Fixing this problem would boost my review to 5 stars.;Mis;Neutral;Music    
Quite possibly the best Music app on the iphone period;Mis;Positive;Music   
No ads, simple and clean UI, completely free. Saves music to your device for offline use  dropbox is simply the method of transfer. Files must be mp3 format. Great app.;Mis;Positive;Music   
I had a album with multiple  artists. Basically every song was made by a different person and the app decided to label every song as its own album. While it's fine because I just made it into a playlist, it'd be nice if the app didn't do that.;Usa;Positive;Music   
Can no longer change songs from appleWatch. Please update for Watch support. Hasn't been updated since May.;Sup;Positive;Music   
I love the idea of how songs can be downloaded via one's Dropbox account. Just a thought that having imports additionally from Google or any other cloud storage solution would make the app a lot more valuable;Sup;Positive;Music   
This is an awesome app for my commute because I can listen to my music offline and there's no ads;Mis;Positive;Music   
A good app for playing music from Dropbox, but it skips music when shuffle is on and stops playing when repeat is on sometimes. I don't know if this only happens to me but I would appreciate a better update.;Dep,Sup;Positive;Music   
I love this app and it is THE BEST when it comes to cloud related music apps It's the least sketchy and works SUPER WELL. If you want free music but your a cheapskate like me  this is the app ;Mis;Positive;Music   
Give options to crop songs;Mis;Neutral;Music    
Give option to select music in an easier way. Maybe long press on the screen to enable selection option. ;Usa;Positive;Music    
Give option to add pictures for the music;Mis;Neutral;Music    
LOTS OF LOVE AND JELLY TOTS;Mis;Positive;Music   
Only app I've found where I can easily move music from my Dropbox to this app and listen with no ads or pop ups and I can also rename my songs with title and artist which is nice ;Mis;Positive;Music   
Great, but would be even better with an equalizer ;Mis;Positive;Music   
It's great, it's easy to use and fun.;Mis;Positive;Music   
I love this app. Discovered it after having issues with the new iTunes not syncing right on my 5S and have not looked back. My screen got damaged so I went back to my 4S while I wait or the replacement screen and digitizer to come in.  The auto format script is off a bit and I don't have shuttle controls any where but the lock screen. Please fix this. Or tell me how to.;Sup,Usa;Positive;Music  
I use it in my classroom for transitional and independent study time. It works as it should. Be aware though, it uses audio found in your Dropbox not your phone's memory.;Mis;Neutral;Music    
It just works I've loved it since the day I downloaded it from the app store. So grateful to the developers for making such a simple yet powerful app to manage all my audio in my dropbox folder. Thank you;Mis;Positive;Music   
No Ad No Ad Very simple and clean design;Mis;Negative;Music   
I really love this app only thing is, I wish you can change the album artwork thats why I give it a 4 instead of a 5, sue me  but overall this app is amazing and its NO ADS I RECOMMEND IT ;Mis;Positive;Music   
Yes....it actually wasn't a waste of time It plays offline Finally I found something that does THANK GOD.;Mis;Positive;Music   
I wanted to have all my music from Dropbox in one place so I could play it start to finish while driving around or just hanging out. This app made that so easy.;Mis;Positive;Music   
Lame app... I have 50 plus tracks in the Dropbox library but it finds nothing... Completely useless. Needs to be fixed;Sup,Usa;Negative;Music   
I was wondering if an equalizer could be to make everything sound louder;Mis;Neutral;Music    
I'm using the app to listen to audiobooks. Works great  just wish there was a way to create bookmarks in a playlist.;Mis;Positive;Music   
With the new iPhone update my phone wouldn't sync with iTunes because my Mac didn't support the new version of iTunes and this app saved my musical life  It has a few bugs here and there but I haven't been able to find a better app ;Sup;Positive;Music  
Useful app never liked them but this one is great;Mis;Positive;Music   
Thanks Great app  does he simple things well. Could use playlist improvement though. Repeat all etc;Mis;Positive;Music   
It is really useful and it is my first time using it and it works great;Mis;Positive;Music   
Amazing app that works exactly as advertised and has all the features one would expect such an app to have, as well as an amazing and easy to use UI. The only features I would love to see added are the ability to see the player itself without having to play a new song and an option to choose photos for your songs that appear in the player and lock screen.;Mis;Positive;Music   
It work like it is supposed to;Mis;Positive;Music   
F U Apple. I want to put music on my device on my terms.  Sign into your Dropbox through this app, and it scans your box for music files. Done   Thank you and good day sir;Mis;Positive;Music    
Allows me to easily move songs from Dropbox to play them. ;Mis;Positive;Music   
I just can't figure out how to play an album in order of track instead of alphabetical order.;Sup;Positive;Music    
Fantastic work a clean interface with no ads, what a great app. I recommend it to everyone;Mis;Positive;Music   
No easy playlist management e.g. can't add an album to a playlist, no queue function, player skips songs when listening to an album with no shuffle. These features are needed and add in the next update please. ;Usa;Negative;Music   
As a super basic player its decent, but if you plan on using it for a lot of stuff, it gets annoying really quick.;Usa;Negative;Music    
Love it Exactly what I was looking for. Now I don't ever have to worry about hooking my phone to a computer and syncing with iTunes. I can now do everything right from my phone and enjoy my music. Has maybe a bug or two, by not letting me play every song for some reason. But hey it's a start and better to be able to do it this way. Thumbs up.;Dep;Positive;Music  
I usually don't write reviews, but this app deserves it I have an iPhone, and while I love it for its built in music library, I've been having issues getting songs from my computer library synced to my phone. I can now take my downloaded songs, upload easily to Dropbox, and then jump on my phone and have Jukebox upload from there It's super quick, there are ZERO ADS, and I can listen wherever  whenever. Please don't ever go away, Jukebox;Mis;Positive;Music   
Would love the ability to arrange order of songs within a playlist.;Mis;Positive;Music    
NOT on shuffle the app skips certain songs sometimes within and album or playlist and sometime just jumps back to the beginning. Kinda weak;Dep;Negative;Music   
You can't rearrange tracks in a playlist. Seriously. Uninstalling ;Usa;Negative;Music    
This has been great app for the last 2 months I've used it but since about yesterday there has been an annoying problem. None of my files will play, load,etc. it just says error then skips to the next song. Please fix this problem;Dep;Negative;Music   
All I get are error messages when trying to get the app to connect with DropBox. I force restarted the phone uninstalled and reinstalled both DropBox and JukeBox and nothing. I wished this app would work because I hate having to keep my phone unlocked to listen to audio on DropBox. Hopefully this will get addressed in a future update.;Sup;Negative;Music   
I am angry and frustrated because I started downloading some more music and it wouldn't load, it wouldn't play the song, it keeps showing error. Please fix this problem ASAP;Dep;Negative;Music   
iTunes has gotten ridiculously annoying to sync, since they will erase my previous files to do so.  This app is exactly what I needed;Sup;Negative;Music    
It's a great app i was shocked when I first downloaded it, how easy it is to use and great it is for listening to music 1010;Mis;Positive;Music   
Just got the app a few minutes ago and I like it.;Mis;Positive;Music   
I love it I use it along with ifile organizer and Dropbox a bit of work around but hey I can add and play music on my iPhone 6 with out a computer;Mis;Positive;Music   
I'll tell you that I've spent hours trying to work with iTunes. I've had so many issues with syncing and managing my library. Jukebox is a fantastic tool to bypass iTunes and quickly get songs on your iPhone device. Bravo;Mis;Positive;Music   
Finally an app that does what is says plays nice and no ads Thank you;Mis;Positive;Music   
This is a beautifully designed app, no ads is heaven, a few bugs here and there but other then that it's perfect, there really isn't any customer service, I emailed 3 times and got no response;Mis;Positive;Music   
Yes..great app, free, no ads, you can listen all your music  in your iPhone without be in your iPhone. Some little bugs here and there but in general, great app. Thank you;Mis;Positive;Music   
Worst app ever I can't even download sht it asks for email and password;Mis;Negative;Music    
this app is really greats and I don't have any problems but I think that you should make an update to add album art;Mis;Positive;Music   
The shuffler is broken because it always replays the same music over  over again but other than that small fix I love it;Usa;Positive;Music  
This app is great and with the right setup you can download music from YouTube right on your phone. This app is easy to use and I use it every day. Amazing;Mis;Positive;Music   
There is no queuing function, and the shuffler is a bit broken since it would repeat songs before looping through the playlist.;Usa;Negative;Music   
I had an old app that I could directly use youtube to mp3 in and that was fantastic. It got taken off the app store so I lost all my music. This app is a great replacement. I can use iFile or a similar app to download a song, export it to dropbox, and then download it to Jukebox. It's a longer process, but it works just as well if not better.;Mis;Positive;Music   
Nothing better than music from your dropbox. Syncing your music to phone has never been easy. However the app still has some issues, esp. It crashes sometimes. Also there is no playpause control button on the program. Please consider to add them.;Dep,Usa;Positive;Music   
Just found the app on a recommendation and it takes Dropbox music storage up a notch. Complete control over files. Create playlists and even have album art;Mis;Positive;Music   
Jukebox is a wonderful app and it has helped me save data every month. There are just a few glitches I would like to point out, and if they were fixed this app would be perfect. First, sometimes when I'm shuffling songs jukebox will skip over a song and play the next song in line for no reason. Second, I would like to be able to swipe up from the bottom of my iPhone while I'm not in the app and switch the song this function never seems to work for me on jukebox. Thanks for this app and I hope these corrections will be implemented.;Dep,Usa;Positive;Music  
Really great app, 100 free, nice UX and no ads;Mis;Positive;Music   
Works well but I would like to be able to pause my music while my headphones are on. It's kinda annoying wanting and trying to pause it with my headphones and it doesn't. Also, sometimes it'll skip over some tracks in the album. Please fix that.;Dep;Positive;Music   
Great music player With no ads;Mis;Positive;Music   
Needs more features but the basics work great. Dropbox import works. random play needs some work.;Mis;Positive;Music   
Really good app, very clean and all that I wanted a music app to be. Especially because I can listen to my music without wifi;Mis;Positive;Music   
Love the app. When shuffling within a playlist it seems to repeat a lot of songs. No complaints otherwise;Mis;Positive;Music   
I just want to say that you make life easier by these pretty apps. Sincerely thamks for all your efforts again;Mis;Positive;Music   
MP3juices.cc is perfect for this app. I love this I have tried too many other apps and this app is perfect. I wouldn't recommend it if it weren't true  So please save yourself the hassle of going through multiple apps just to delete them and download this app now  I do agree with adding your own information and album art tho that would be great;Mis;Positive;Music   
maybe add lock screen controls fast forwarding and custom eq settings;Mis;Neutral;Music    
This app is just great. I have all my favorite songs on here and it's so easy to import more songs.;Mis;Positive;Music   
I don't think there are any problems with it personally. I put music into my Dropbox folder from YouTube MP3 and it works;Mis;Negative;Music   
Loaded but will not open. Very disappointing because I wanted to use it with dropbox. Updated iOS fixed it. Now use it and love it. Works well and is easy to upload my music. Wish playlists were easier to make.;Usa;Positive;Music   
First request..support for song art having the static 'J' on every song takes away from the experience. Second, please please please add support for Google Drive Thank you;Mis;Positive;Music    
Fantastic work on this app It's simple, clean, well designed and exactly what I've been looking for. It allows me to avoid the hassle of iTunes and the less than desirable builtin iPhone music player which is a beautiful thing. Also love that it plays wav files natively within the app. Bravo;Mis;Positive;Music   
I enjoy this app a lot because of how clean it is and all the features already in it but I would like to see a delete button for songs I don't want anymore. And I can't pause the music while I have headphones in, I have to go to the phones lock screen in order to pause it not withe the iPhone headphones. But I still do love this app thank you;Usa;Positive;Music   
This is a great, easy to use, and good looking app. I have one problem It is that I'm not sure if it's certain song but sometimes it just says an error has occurred while trying to play and skips a bunch of songs other then this great app;Dep;Positive;Music  
Perfect for playing Dropbox files very happy with it so far.;Mis;Positive;Music   
This music player is AMAZING No ads, no commercials, no glitches It's perfect ;Mis;Positive;Music   
BUT... Can You PLEASE add a song sorting option so we could change the order of the songs in a playlist Other than that Everything is AMAZING;Mis;Positive;Music   
ALSO, i have a BIG request and everyone who has ONEDRIVE cloud will agree with me too. CAN YOU PLEASE MAKE A MUSIC PLAYER JUST LIKE THIS ONE FOR ONEDRIVE OR PLEASE MAKE THIS APP SUPPORT ONEDRIVE ALSO;Mis;Positive;Music    
I love the concept, but the app just crashes and disappears on my phone. I have 68K tunes in Dropbox Business account, though, so it's understandable if disappointing.;Dep;Negative;Music   
I love this app, I really do, and I love the fact that I can listen to my music on it. However, sometimes it will bug out. Please find the problem and fix it because it gets a little annoying;Dep;Positive;Music   
It's great to be able to play my tunes offline. I used to use Spotify, but I never had premium and I was never able to get my clean versions. Saves the hassle of syncing my iPhone, just drop my songs into my Dropbox and have them ready to go. Worth the work to download my songs to the cloud. Thank you ;Mis;Positive;Music   
It's great but the flaw is the limited space on the app I wish you would update it so it would be unlimited so we could download songs as much as we want;Mis;Positive;Music   
This app is GREAT but there are a few thing I would like to see.. There should be an option to upload your own album art. Also, I'd love to see a scroller on the side so I can find my songs faster. While using the app, I noticed a few bugs. Whenever I'm listening to music and an alarm goes off when my ringer is on, the music stops completely and doesn't play unless I go back into the app and play it. It should automatically play again after I shut off the alarm. When a notification goes off when my ringer is on, the volume gets all messed up. It's either gets really low and doesn't go back to the setting that I had it at, or it randomly gets very loud. If you could please fix these things I would be more than happy to rate Jukebox 5 stars ;Dep,Usa;Positive;Music  
It's a great app, but I had to take off a star because whenever I try to edit a song the app crashes, I hope you guys are able to solve this problem;Dep;Positive;Music   
Would love to have an option to just select a folder and make the importing function search to just that one ;Mis;Positive;Music    
I couldn't open the app at all. It crashed every time I tapped on it. 010 would not fap again;Dep;Neutral;Music   
I like this app and how simple it is. However, it would be nice if this app integrated Google Drive also instead of only Dropbox.;Sup;Positive;Music   
Works perfect and can sync all my music from Dropbox ;Mis;Positive;Music   
So simple to use, and I just love how clean it looks. Works great;Mis;Positive;Music   
This app is hella good.. Able to convert songs from YouTube n save to my DropBox. Open my JukeBox and import the songs from DropBox... WaLa;Mis;Positive;Music   
Sadly I'm unable to use this app. I'm a musician so I have over 10,000 .wav files in my Dropbox and the app won't move past the import screen. ;Sup,Usa;Negative;Music    
App indicates that it's compatible with iOS 8.0 or higher. I have iOS 8.4 and this app won't starts. It worked on my other device that has iOS 9.2. Pls either fix the app or correct the inaccurate description.;Sup;Positive;Music   
This is great no ads at all. It doesn't crash, it's responsive and it's clean. Perfect;Mis;Positive;Music   
I like to put things in my drop box to hear later so I don't have to do it through iTunes but Dropbox sometimes pauses too much so this comes in clutch when I need it;Mis;Positive;Music   
No pop up ads, barely any ads for ratings and when you do see them, they aren't intrusive, easy to use, great design. Download this app.;Mis;Positive;Music   
I don't really like it because it won't let me use it.;Mis;Negative;Music    
This app is awesome, and gets many things right. First up, there are no ads, and before the app uses any cellular data it will ask to continue. In addition, the app won't spam you with annoying popups asking for a review, only a little banner at the top that shows up once in a blue moon;Mis;Positive;Music   
As for the 4 star rating, the app doesn't seem to have any form of shuffle button, which is a bit disappointing;Usa;Negative;Music    
Jukebox found music in my Dropbox I forgot was there And now I can listen to that music offline which is pretty sweet for my commute ;Mis;Positive;Music   
As long as you know how to get music to Dropbox then this is a great app;Mis;Positive;Music   
This app is sweet. I can listen to music whenever I want to without worrying about using up data and paying more  to the .;Mis;Positive;Music   
I hated iTunes, specifically because iTunes does not work with my MacBook and my MacBook won't connect with my phone... It's a long story. My only option to get music on my phone was to use Dropbox... I found Jukebox to be an excellent companion to Dropbox. Once I've transferred music over to Jukebox I remove my music from Dropbox to keep my usage at a minimum. ;Mis;Negative;Music   
My only wish now is if I could transfer music from Jukebox back to Dropbox in case I want to back it up on my computer.;Mis;Positive;Music    
Great app, great concept. I like the layout, it's very good. It's smooth but it could be smoother. They need to work on speed and stability but it's not horrible right now. Great app overall.;Per;Positive;Music   
I sent suggestion for developers of this app and in next update they do it ;Mis;Neutral;Music    
Trying to play music from Dropbox without ads is a pain, but this app makes it all go away Thank you;Mis;Positive;Music   
So far does everything I want it to.;Mis;Positive;Music    
A little buggy sometimes, but overall, a nice app;Dep;Positive;Music  
It would be a lot better if it had support for more cloud storages, like google drive or onedrive;Mis;Positive;Music    
I really like the idea of this app, but it's missing a few features, a queue, so you can shuffle the playing order, a shuffle all button, and a play next option. With the inclusion of these things, this app will be perfect But needs these features Great app nonetheless;Mis;Positive;Music   
Downloaded last version and it does not work. After update still can not load for iphone 5, ios 8.;Sup;Neutral;Music   
I have a quarter terabyte of files in Dropbox. This app can't get past the import stage. If I could just select a specific folder for audio, it probably would.;Usa;Neutral;Music   
I found this app amazing and haven't seen a bug so that's why I rated it 5 stars;Mis;Positive;Music   
Why can't we just select a specific folder to import;Mis;Neutral;Music    
I really like this app it does what they advertise. You can easily import music from your Dropbox account. They have now just implemented a new feature that lets you share music with friends that looks promising. Overall great app and user friendly.;Mis;Positive;Music   
I love this app, one of the best apps to listen to your songs offline also save a lot of space because the songs are .mp3, but when you're listening to the songs sometimes when a song is done the app skip the next song for example you have 3 songs, the 1st song is done so it starts the 3rd song instead of the 2nd idk why but that don't happen much so pls fix it, other than that the app is amazing D;Usa;Positive;Music  
This app is amazing I can use it everyday Thank you, but I wish I could just select all songs and put them in a playlist instead of having to manually tap on each song to put in in a playlist. Besides that, this app is great ;Usa;Positive;Music   
I only just started using this recently however I love it. I can store my songs online on Dropbox and play that music through jukebox. Super helpful, way more than I thought when I first downloaded it.;Mis;Positive;Music   
I don't understand how to login to this It tells me to log in or to open the jukebox app for a new account WHILE I'm in the app in the FIRST place. Ugh, confusing. ;Usa;Negative;Music    
Nice app. Please make for iPad UI. Keep it up;Mis;Positive;Music   
Love this app overall. No ads and offline listening is great, but the app needs more basic features such as editing abulm art, tags, etc. If these are added, this app will be the 1 dropbox music app on iTunes.;Mis;Positive;Music   
No privacy policy Even the developer website is barren of this information. It's an artist website to make music available to the masses.I just give a random developer my Dropbox password Do you monitor what I'm listening to What permissions does you app get Can the developers access my account or is the key stored locally Absolutely NO IDEA. BEWARE.;Dep;Negative;Music    
Once I play a wav file it crashes the app.  Does this app play wav files?;Dep;Positive;Music   
I love this app so much more cheaper then paying for all your songs though the Apple Music app. Only one problem that I hope they look into is putting a whole bunch of songs in a playlist instead of doing it individually. But other than that great app;Mis;Positive;Music   
It has a habit of skipping every other song which is perfectly fine except I think in shuffle, it doesn't even play those songs. I really wish it didn't do that but for a free app that doesn't have to do with iTunes, it's superb;Usa;Positive;Music   
This app is an excellent one so far. I love how well quickly it grabs music from my Dropbox and I the simple dark interface is amazing. However, I noticed that the app isn't compatible with the controls on my Apple lightning earpods and I also noticed that it tends to miss a few songs from the Dropbox folder here and there. Also the home screen controls tend to act funny from time to time. All in all, though, this is a must have app and I hope to see more improvements in the future.;Sup,Usa;Positive;Music  
This app is incredibly good and stuff but you guys should add more sorting features and just more features in general Gotta update this Great app though.;Mis;Positive;Music   
I was looking for an app that would let me create playlists from music in my Dropbox, and this is it There was a slight glitch before I created my first playlist, but I restarted the app  chose a song to start a playlist after that it is smooth sailing. Sure, there are a couple of things missing  for instance, I can't sort by artist  but for my needs it is PERFECT.;Mis;Positive;Music  
I've been looking for a clean UI music player that wouldn't constantly try and discover and recommend new songs based off my tastes.  All I wanted was a player that could download my music off Dropbox and play it  simple as that.  Jukebox does exactly that and is what I have been looking for.  Thank you;Mis;Positive;Music   
Thank you. I have been looking for an app to just simply play my music and teaching audio files. Most are over complicated, and honestly are hard to deal with.  I also don't want streaming music. For that there's Pandora or a host of other apps.  This app is elegant and does exactly what I have been looking for. Thanks;Mis;Positive;Music   
From the playlists to the organing options to the offline use...Top 20 app...hope it stays around.;Mis;Negative;Music   
The only reason I'm not giving this Five Stars is because there's a lock and key in the amount of space I can use. Even after clearing up most of my phone space there's no change.;Usa;Negative;Music   
So far, I love this app and will change my rating upon an update. It's easy to use and import songs.  BUT.. and it's a big but.. without the ability to scrub playback forwards or backwards, or at least go backforward 10 seconds or so with a button, it's very hard as a music professional to learn, makes charts for, or quickly critique mix issues of songs. Dropbox is primarily a storage or file share app not a music player per se. So having playlist ability is awesome but we need to be able to rewind or at least see a useable, selectable timeline for this to be a truly great app.;Usa;Positive;Music   
Works flawlessly. Saves me from spending all of my data in 2 days.;Mis;Positive;Music   
Best offline music player I have tried. Superfast at downloading my music from dropbox. I just wish that it would always stay with the shuffle on. I also wish that the playpause buttons would be bigger and that on the lock screen the time would show up larger and not be tiny at the top of the screen. But the shuffle always on is a bigger issue for me because I like it on shuffle.;Usa;Positive;Music   
Now that apple only has Apple Music I found it hard to listen to all my downloaded music. And with JukeBox and DropBox it's so easy and beautiful;Mis;Positive;Music   
I've been searching a long time for a free app that downloads music and can play without an internet connection. The extra work of converting the video files to MP3 files in Dropbox is worth it. Plus, there are no advertisements randomly poping up all over the place.;Mis;Positive;Music   
Largely clean and simple UI compared with recent iTunes versions. Still has an unnecessary and undesired clickbait link in the UI to 'discover more music' that links out to some external app in the store for download.;Usa;Positive;Music    
Import from dropbox worked well with a small number of test songs, but trying to get it to import 100s of additional songs all normal unprotected mp3 has lead to weird seemingly random import behavior getting just a song or two from each album folder across several dozens of artists and albums never importing in entirety. ;Usa;Negative;Music   
Also when importing, if you deselect all potential imports there is a trap in the UI from which you can't get back to main lib menu, requiring a force close of the application.;Usa;Negative;Music   
This app has potential, but it's not the simple iTunesAmazon Musicpersonal cloud killer many if us are looking for.;Mis;Negative;Music    
It's the best way to obtain free music. It works very well on my 6S and I've had little to no problems. Easy to use and an all around great app;Mis;Positive;Music   
the app is really smooth working and plays great the only complaint i have is it skips over songs quite alot but other than that i love it;Usa;Positive;Music  
I'm assuming most of the 'features' currently lacking will be added over time I.e. File type support, better library management. For now this app allows for a iTunes decoupling, which is plenty.;Mis;Positive;Music   
PLEASE ADD ANIMATED BACKGROUNDS;Mis;Positive;Music    
Thanks, now I can listen to music and download my own stuff from Dropbox with out a dumb music subscription. Genius. 1010;Mis;Negative;Music   
It's the best app I've had to download and play music for free, but I wish it would let us upload the album covers because the J just doesn't look fitting. That's just my opinion though. Other than that, it's great.;Usa;Positive;Music   
So easy to listen to my music from Dropbox  first app to do exactly what I wanted;Mis;Positive;Music   
I mean, Titanplayer was more direct and all, but it's sorta kinda gone. This app's pretty simple and clean and ohso very worth it, even if I need to go that extra mile and change videos to mp3s and move that to Dropbox and from Dropbox to here. There's only two teeny little problems the little pause button on the earbuds doesn't seem to register when I press it, and that little flashy headphone icon doesn't seem to have any way of turning off the multicolor flashing. Aside from that, this app is nearly perfect.;Usa;Positive;Music  
I like this better than Spinrilla or any other app cause it's like an android but it's not...;Mis;Positive;Music   
iPhone 6s, current iOS. Skips over songs mp3s in a playlist. Usually around the 6th or 7th track. Imported from Dropbox. Also, would be nice to change the songs in the playlist, and delete them. Thanks.;Usa;Positive;Music   
Super clean and a simply beautiful app.  I began saving my music through Dropbox a few months ago.  I kept trying to find an app that I could listen to my music with but they just weren't right.  That is until two weeks ago I found this app and it has been my saving grace Honestly the best no doubt I will definitely recommend this to others.;Mis;Positive;Music   
Using Dropbox to sync audio is invaluable. The restrictive nature of the apple platform is broken apart by this app. I love it. Use it all the time.;Mis;Positive;Music   
I was looking for a app and didn't expect it to be better than the Apple Music but it is;Mis;Positive;Music   
Does the job the right way without introducing any bits of complexity.;Mis;Neutral;Music   
My only suggestion is to make the layout look more like iTunes or music player.;Usa;Positive;Music    
